λ,k,T,x,su
50.0,1.5,1.0,10.0,1.0
50.0,1.5,1.0,40.0,1.0
50.0,1.5,1.0,50.0,0.5019948361010009
50.0,1.5,1.0,75.0,3.3859276062671935e-138
50.0,1.5,1.0,150.0,0.0
50.0,2.4,0.001,10.0,0.9928519607935583
50.0,2.4,0.001,40.0,0.8066948203393095
50.0,2.4,0.001,50.0,0.6843783823509327
50.0,2.4,0.001,75.0,0.3393004754017844
50.0,2.4,0.001,150.0,0.0017807358621936265
50.0,2.4,0.01,10.0,0.9999912285704312
50.0,2.4,0.01,40.0,0.8764832998721849
50.0,2.4,0.01,50.0,0.5560459877149568
50.0,2.4,0.01,75.0,0.008516430851101254
50.0,2.4,0.01,150.0,1.6380768119146155e-23
50.0,2.4,0.05,10.0,1.0
50.0,2.4,0.05,40.0,0.9894459219686008
50.0,2.4,0.05,50.0,0.5249947946148876
50.0,2.4,0.05,75.0,1.531295824439802e-8
50.0,2.4,0.05,150.0,1.0247773594761925e-110
50.0,2.4,0.25,10.0,1.0
50.0,2.4,0.25,40.0,0.9999997563550413
50.0,2.4,0.25,50.0,0.511171904305278
50.0,2.4,0.25,75.0,4.975623532893078e-36
50.0,2.4,0.25,150.0,0.0
50.0,2.4,1.0,10.0,1.0
50.0,2.4,1.0,40.0,1.0
50.0,2.4,1.0,50.0,0.5055853818623983
50.0,2.4,1.0,75.0,4.063672455950691e-138
50.0,2.4,1.0,150.0,0.0
50.0,3.0,0.001,10.0,0.9976027323681774
50.0,3.0,0.001,40.0,0.8619103395856901
50.0,3.0,0.001,50.0,0.7513958800105134
50.0,3.0,0.001,75.0,0.3991304849806172
50.0,3.0,0.001,150.0,0.0024827740564302265
50.0,3.0,0.01,10.0,0.9999950945747309
50.0,3.0,0.01,40.0,0.8897388909723716
50.0,3.0,0.01,50.0,0.5797884560802862
50.0,3.0,0.01,75.0,0.009715325424488722
50.0,3.0,0.01,150.0,2.2774857745256998e-23
50.0,3.0,0.05,10.0,1.0
50.0,3.0,0.05,40.0,0.9902553371736512
50.0,3.0,0.05,50.0,0.535682482323055
50.0,3.0,0.05,75.0,1.729287966040484e-8
50.0,3.0,0.05,150.0,1.424837399636645e-110
50.0,3.0,0.25,10.0,1.0
50.0,3.0,0.25,40.0,0.9999997728172088
50.0,3.0,0.25,50.0,0.5159576912160522
50.0,3.0,0.25,75.0,5.619195380784515e-36
50.0,3.0,0.25,150.0,0.0
50.0,3.0,1.0,10.0,1.0
50.0,3.0,1.0,40.0,1.0
50.0,3.0,1.0,50.0,0.5079788456078196
50.0,3.0,1.0,75.0,4.5892955351798133e-138
50.0,3.0,1.0,150.0,0.0
50.0,10.0,0.001,10.0,0.9999999992768457
50.0,10.0,0.001,40.0,0.9995247937244098
50.0,10.0,0.001,50.0,0.9966511422192782
50.0,10.0,0.001,75.0,0.9256545941814499
50.0,10.0,0.001,150.0,0.051814135041907745
50.0,10.0,0.01,10.0,0.9999999983166394
50.0,10.0,0.01,40.0,0.977922451285192
50.0,10.0,0.01,50.0,0.8172261759464622
50.0,10.0,0.01,75.0,0.038461486742619753
50.0,10.0,0.01,150.0,1.0636893033005411e-21
50.0,10.0,0.05,10.0,1.0
50.0,10.0,0.05,40.0,0.9963847544576152
50.0,10.0,0.05,50.0,0.6565293514085686
50.0,10.0,0.05,75.0,7.136134629715678e-8
50.0,10.0,0.05,150.0,6.6629621105568805e-109
50.0,10.0,0.25,10.0,1.0
50.0,10.0,0.25,40.0,0.9999999008436233
50.0,10.0,0.25,50.0,0.5714424223549763
50.0,10.0,0.25,75.0,2.3225492188557295e-35
50.0,10.0,0.25,150.0,0.0
50.0,10.0,1.0,10.0,1.0
50.0,10.0,1.0,40.0,1.0
50.0,10.0,1.0,50.0,0.5358587723048862
50.0,10.0,1.0,75.0,1.8969839118681143e-137
50.0,10.0,1.0,150.0,0.0
100.0,1.0001,0.001,20.0,0.9943684548966047
100.0,1.0001,0.001,80.0,0.7364612701931765
100.0,1.0001,0.001,100.0,0.5000064202072946
100.0,1.0001,0.001,150.0,0.05692463144387513
100.0,1.0001,0.001,300.0,1.2698859372316423e-10
100.0,1.0001,0.01,20.0,0.9999999999999993
100.0,1.0001,0.01,80.0,0.9772501698747412
100.0,1.0001,0.01,100.0,0.5000019980560853
100.0,1.0001,0.01,150.0,2.924040106155105e-7
100.0,1.0001,0.01,300.0,2.7514266093734506e-89
100.0,1.0001,0.05,20.0,1.0
100.0,1.0001,0.05,80.0,0.9999961279369891
100.0,1.0001,0.05,100.0,0.5000008923597627
100.0,1.0001,0.05,150.0,2.55628492869596e-29
100.0,1.0001,0.05,300.0,0.0
100.0,1.0001,0.25,20.0,1.0
100.0,1.0001,0.25,80.0,1.0
100.0,1.0001,0.25,100.0,0.5000003989691382
100.0,1.0001,0.25,150.0,3.059593037204208e-138
100.0,1.0001,0.25,300.0,0.0
100.0,1.0001,1.0,20.0,1.0
100.0,1.0001,1.0,80.0,1.0
100.0,1.0001,1.0,100.0,0.5000001994700947
100.0,1.0001,1.0,150.0,0.0
100.0,1.0001,1.0,300.0,0.0
100.0,1.5,0.001,20.0,0.9966642905638058
100.0,1.5,0.001,80.0,0.7650616637761848
100.0,1.5,0.001,100.0,0.5320647736545432
100.0,1.5,0.001,150.0,0.0647205097250279
100.0,1.5,0.001,300.0,1.683003268130805e-10
100.0,1.5,0.01,20.0,0.9999999999999996
100.0,1.5,0.01,80.0,0.9787174367728093
100.0,1.5,0.01,100.0,0.5099892337287911
100.0,1.5,0.01,150.0,3.2358892926370955e-7
100.0,1.5,0.01,300.0,3.6208812103071955e-89
100.0,1.5,0.05,20.0,1.0
100.0,1.5,0.05,80.0,0.9999963477204783
100.0,1.5,0.05,100.0,0.5044617057873462
100.0,1.5,0.05,150.0,2.8289360137159154e-29
100.0,1.5,0.05,300.0,0.0
100.0,1.5,0.25,20.0,1.0
100.0,1.5,0.25,80.0,1.0
100.0,1.5,0.25,100.0,0.5019948361010009
100.0,1.5,0.25,150.0,3.3859276062671935e-138
100.0,1.5,0.25,300.0,0.0
100.0,1.5,1.0,20.0,1.0
100.0,1.5,1.0,80.0,1.0
100.0,1.5,1.0,100.0,0.5009973712819153
100.0,1.5,1.0,150.0,0.0
100.0,1.5,1.0,300.0,0.0
100.0,2.4,0.001,20.0,0.9987938212300317
100.0,2.4,0.001,80.0,0.8119578413972454
100.0,2.4,0.001,100.0,0.5891045647538082
100.0,2.4,0.001,150.0,0.08079730369582257
100.0,2.4,0.001,300.0,2.779959040989455e-10
100.0,2.4,0.01,20.0,0.9999999999999998
100.0,2.4,0.01,80.0,0.9811577537474351
100.0,2.4,0.01,100.0,0.5279498229550412
100.0,2.4,0.01,150.0,3.8833769373258375e-7
100.0,2.4,0.01,300.0,5.936330414693148e-89
100.0,2.4,0.05,20.0,1.0
100.0,2.4,0.05,80.0,0.9999967136848182
100.0,2.4,0.05,100.0,0.5124909941609482
100.0,2.4,0.05,150.0,3.3951830772193233e-29
100.0,2.4,0.05,300.0,0.0
100.0,2.4,0.25,20.0,1.0
100.0,2.4,0.25,80.0,1.0
100.0,2.4,0.25,100.0,0.5055853818623983
100.0,2.4,0.25,150.0,4.063672455950691e-138
100.0,2.4,0.25,300.0,0.0
100.0,2.4,1.0,20.0,1.0
100.0,2.4,1.0,80.0,1.0
100.0,2.4,1.0,100.0,0.5027926197007463
100.0,2.4,1.0,150.0,0.0
100.0,2.4,1.0,300.0,0.0
100.0,3.0,0.001,20.0,0.9994161183418385
100.0,3.0,0.001,80.0,0.8397436757114425
100.0,3.0,0.001,100.0,0.6261566259679608
100.0,3.0,0.001,150.0,0.09306762753696259
100.0,3.0,0.001,300.0,3.870095921253489e-10
100.0,3.0,0.01,20.0,0.9999999999999999
100.0,3.0,0.01,80.0,0.9826489647031396
100.0,3.0,0.01,100.0,0.5398942280401449
100.0,3.0,0.01,150.0,4.385376552611758e-7
100.0,3.0,0.01,300.0,8.2537919219834e-89
100.0,3.0,0.05,20.0,1.0
100.0,3.0,0.05,80.0,0.9999969378828801
100.0,3.0,0.05,100.0,0.5178412411615252
100.0,3.0,0.05,150.0,3.8343291392745095e-29
100.0,3.0,0.05,300.0,0.0
100.0,3.0,0.25,20.0,1.0
100.0,3.0,0.25,80.0,1.0
100.0,3.0,0.25,100.0,0.5079788456078196
100.0,3.0,0.25,150.0,4.5892955351798133e-138
100.0,3.0,0.25,300.0,0.0
100.0,3.0,1.0,20.0,1.0
100.0,3.0,1.0,80.0,1.0
100.0,3.0,1.0,100.0,0.5039894227957973
100.0,3.0,1.0,150.0,0.0
100.0,3.0,1.0,300.0,0.0
100.0,10.0,0.001,20.0,0.9999999820735028
100.0,10.0,0.001,80.0,0.9874498124436292
100.0,10.0,0.001,100.0,0.9242730961511811
100.0,10.0,0.001,150.0,0.33557811854000746
100.0,10.0,0.001,300.0,1.4744782587507861e-8
100.0,10.0,0.01,20.0,1.0
100.0,10.0,0.01,80.0,0.9938483220633911
100.0,10.0,0.01,100.0,0.6739028179369191
100.0,10.0,0.01,150.0,1.807969572254978e-6
100.0,10.0,0.01,300.0,3.8596058463890404e-87
100.0,10.0,0.05,20.0,1.0
100.0,10.0,0.05,80.0,0.9999986785622992
100.0,10.0,0.05,100.0,0.5797729241003016
100.0,10.0,0.05,150.0,1.584762031274001e-28
100.0,10.0,0.05,300.0,0.0
100.0,10.0,0.25,20.0,1.0
100.0,10.0,0.25,80.0,1.0
100.0,10.0,0.25,100.0,0.5358587723048862
100.0,10.0,0.25,150.0,1.8969839118681143e-137
100.0,10.0,0.25,300.0,0.0
100.0,10.0,1.0,20.0,1.0
100.0,10.0,1.0,80.0,1.0
100.0,10.0,1.0,100.0,0.517946644286581
100.0,10.0,1.0,150.0,0.0
100.0,10.0,1.0,300.0,0.0
250.0,1.0001,0.001,50.0,0.9999999998730291
250.0,1.0001,0.001,200.0,0.9430776602497911
250.0,1.0001,0.001,250.0,0.5000025299266033
250.0,1.0001,0.001,375.0,3.861422717202606e-5
250.0,1.0001,0.001,750.0,1.2966787929139259e-56
250.0,1.0001,0.01,50.0,1.0
250.0,1.0001,0.01,200.0,0.9999997133517466
250.0,1.0001,0.01,250.0,0.500000798097529
250.0,1.0001,0.01,375.0,3.7462190221549575e-36
250.0,1.0001,0.01,750.0,0.0
250.0,1.0001,0.05,50.0,1.0
250.0,1.0001,0.05,200.0,1.0
250.0,1.0001,0.05,250.0,0.5000003568436594
250.0,1.0001,0.05,375.0,3.221144377145449e-172
250.0,1.0001,0.05,750.0,0.0
250.0,1.0001,0.25,50.0,1.0
250.0,1.0001,0.25,200.0,1.0
250.0,1.0001,0.25,250.0,0.5000001595740744
250.0,1.0001,0.25,375.0,0.0
250.0,1.0001,0.25,750.0,0.0
250.0,1.0001,1.0,50.0,1.0
250.0,1.0001,1.0,200.0,1.0
250.0,1.0001,1.0,250.0,0.5000000796470363
250.0,1.0001,1.0,375.0,0.0
250.0,1.0001,1.0,750.0,0.0
250.0,1.5,0.001,50.0,0.9999999999165533
250.0,1.5,0.001,200.0,0.9470113447179268
250.0,1.5,0.001,250.0,0.5126475050155876
250.0,1.5,0.001,375.0,4.2977627108598996e-5
250.0,1.5,0.001,750.0,1.7064303808762236e-56
250.0,1.5,0.01,50.0,1.0
250.0,1.5,0.01,200.0,0.9999997294867989
250.0,1.5,0.01,250.0,0.5039904211038124
250.0,1.5,0.01,375.0,4.145787922769991e-36
250.0,1.5,0.01,750.0,0.0
250.0,1.5,0.05,50.0,1.0
250.0,1.5,0.05,200.0,1.0
250.0,1.5,0.05,250.0,0.501784213339521
250.0,1.5,0.05,375.0,3.564709943487824e-172
250.0,1.5,0.05,750.0,0.0
250.0,1.5,0.25,50.0,1.0
250.0,1.5,0.25,200.0,1.0
250.0,1.5,0.25,250.0,0.5007978925282879
250.0,1.5,0.25,375.0,0.0
250.0,1.5,0.25,750.0,0.0
250.0,1.5,1.0,50.0,1.0
250.0,1.5,1.0,200.0,1.0
250.0,1.5,1.0,250.0,0.5003989432603018
250.0,1.5,1.0,375.0,0.0
250.0,1.5,1.0,750.0,0.0
250.0,2.4,0.001,50.0,0.999999999961306
250.0,2.4,0.001,200.0,0.9535479581776045
250.0,2.4,0.001,250.0,0.535372307167631
250.0,2.4,0.001,375.0,5.202981530409466e-5
250.0,2.4,0.001,750.0,2.79763561584282e-56
250.0,2.4,0.01,50.0,1.0
250.0,2.4,0.01,200.0,0.9999997563550413
250.0,2.4,0.01,250.0,0.511171904305278
250.0,2.4,0.01,375.0,4.975623532893078e-36
250.0,2.4,0.01,750.0,0.0
250.0,2.4,0.05,50.0,1.0
250.0,2.4,0.05,200.0,1.0
250.0,2.4,0.05,250.0,0.5049956834267171
250.0,2.4,0.05,375.0,4.2782409346321667e-172
250.0,2.4,0.05,750.0,0.0
250.0,2.4,0.25,50.0,1.0
250.0,2.4,0.25,200.0,1.0
250.0,2.4,0.25,250.0,0.5022340889130363
250.0,2.4,0.25,375.0,0.0
250.0,2.4,0.25,750.0,0.0
250.0,2.4,1.0,50.0,1.0
250.0,2.4,1.0,200.0,1.0
250.0,2.4,1.0,250.0,0.5011170398891428
250.0,2.4,1.0,375.0,0.0
250.0,2.4,1.0,750.0,0.0
250.0,3.0,0.001,50.0,0.9999999999770298
250.0,3.0,0.001,200.0,0.9575346424101255
250.0,3.0,0.001,250.0,0.5504626504404033
250.0,3.0,0.001,375.0,5.90328654842203e-5
250.0,3.0,0.001,750.0,3.8897809887176174e-56
250.0,3.0,0.01,50.0,1.0
250.0,3.0,0.01,200.0,0.9999997728172088
250.0,3.0,0.01,250.0,0.5159576912160522
250.0,3.0,0.01,375.0,5.619195380784515e-36
250.0,3.0,0.01,750.0,0.0
250.0,3.0,0.05,50.0,1.0
250.0,3.0,0.05,200.0,1.0
250.0,3.0,0.05,250.0,0.5071364964646905
250.0,3.0,0.05,375.0,4.831617952058126e-172
250.0,3.0,0.05,750.0,0.0
250.0,3.0,0.25,50.0,1.0
250.0,3.0,0.25,200.0,1.0
250.0,3.0,0.25,250.0,0.5031915382445125
250.0,3.0,0.25,375.0,0.0
250.0,3.0,0.25,750.0,0.0
250.0,3.0,1.0,50.0,1.0
250.0,3.0,1.0,200.0,1.0
250.0,3.0,1.0,250.0,0.5015957691375119
250.0,3.0,1.0,375.0,0.0
250.0,3.0,1.0,750.0,0.0
250.0,10.0,0.001,50.0,0.9999999999999691
250.0,10.0,0.001,200.0,0.9867454647342075
250.0,10.0,0.001,250.0,0.7158699957452551
250.0,10.0,0.001,375.0,0.00024073934277763062
250.0,10.0,0.001,750.0,1.8186950201451257e-54
250.0,10.0,0.01,50.0,1.0
250.0,10.0,0.01,200.0,0.9999999008436233
250.0,10.0,0.01,250.0,0.5714424223549763
250.0,10.0,0.01,375.0,2.3225492188557295e-35
250.0,10.0,0.01,750.0,0.0
250.0,10.0,0.05,50.0,1.0
250.0,10.0,0.05,200.0,1.0
250.0,10.0,0.05,250.0,0.532081289183285
250.0,10.0,0.05,375.0,1.9971507643559026e-171
250.0,10.0,0.05,750.0,0.0
250.0,10.0,0.25,50.0,1.0
250.0,10.0,0.25,200.0,1.0
250.0,10.0,0.25,250.0,0.5143589735702683
250.0,10.0,0.25,375.0,0.0
250.0,10.0,0.25,750.0,0.0
250.0,10.0,1.0,50.0,1.0
250.0,10.0,1.0,200.0,1.0
250.0,10.0,1.0,250.0,0.5071805924267645
250.0,10.0,1.0,375.0,0.0
250.0,10.0,1.0,750.0,0.0
1000.0,1.0001,0.001,200.0,1.0
1000.0,1.0001,0.001,800.0,0.99999999987302
1000.0,1.0001,0.001,1000.0,0.5000006308883225
1000.0,1.0001,0.001,1500.0,1.301410616209259e-56
1000.0,1.0001,0.001,3000.0,0.0
1000.0,1.0001,0.01,200.0,1.0
1000.0,1.0001,0.01,800.0,1.0
1000.0,1.0001,0.01,1000.0,0.5000001994700947
1000.0,1.0001,0.01,1500.0,0.0
1000.0,1.0001,0.01,3000.0,0.0
1000.0,1.0001,0.05,200.0,1.0
1000.0,1.0001,0.05,800.0,1.0
1000.0,1.0001,0.05,1000.0,0.5000000892649303
1000.0,1.0001,0.05,1500.0,0.0
1000.0,1.0001,0.05,3000.0,0.0
1000.0,1.0001,0.25,200.0,1.0
1000.0,1.0001,0.25,800.0,1.0
1000.0,1.0001,0.25,1000.0,0.5000000399590787
1000.0,1.0001,0.25,1500.0,0.0
1000.0,1.0001,0.25,3000.0,0.0
1000.0,1.0001,1.0,200.0,1.0
1000.0,1.0001,1.0,800.0,1.0
1000.0,1.0001,1.0,1000.0,0.5000000197184005
1000.0,1.0001,1.0,1500.0,0.0
1000.0,1.0001,1.0,3000.0,0.0
1000.0,1.5,0.001,200.0,1.0
1000.0,1.5,0.001,800.0,0.9999999998800743
1000.0,1.5,0.001,1000.0,0.503154408743212
1000.0,1.5,0.001,1500.0,1.4402182806348717e-56
1000.0,1.5,0.001,3000.0,0.0
1000.0,1.5,0.01,200.0,1.0
1000.0,1.5,0.01,800.0,1.0
1000.0,1.5,0.01,1000.0,0.5009973712819153
1000.0,1.5,0.01,1500.0,0.0
1000.0,1.5,0.01,3000.0,0.0
1000.0,1.5,0.05,200.0,1.0
1000.0,1.5,0.05,800.0,1.0
1000.0,1.5,0.05,1000.0,0.5004460324181098
1000.0,1.5,0.05,1500.0,0.0
1000.0,1.5,0.05,3000.0,0.0
1000.0,1.5,0.25,200.0,1.0
1000.0,1.5,0.25,800.0,1.0
1000.0,1.5,0.25,1000.0,0.5001994704480754
1000.0,1.5,0.25,1500.0,0.0
1000.0,1.5,0.25,3000.0,0.0
1000.0,1.5,1.0,200.0,1.0
1000.0,1.5,1.0,800.0,1.0
1000.0,1.5,1.0,1000.0,0.5000997411690862
1000.0,1.5,1.0,1500.0,0.0
1000.0,1.5,1.0,3000.0,0.0
1000.0,2.4,0.001,200.0,1.0
1000.0,2.4,0.001,800.0,0.9999999998918221
1000.0,2.4,0.001,1000.0,0.5088317148546088
1000.0,2.4,0.001,1500.0,1.7284990202726356e-56
1000.0,2.4,0.001,3000.0,0.0
1000.0,2.4,0.01,200.0,1.0
1000.0,2.4,0.01,800.0,1.0
1000.0,2.4,0.01,1000.0,0.5027926197007463
1000.0,2.4,0.01,1500.0,0.0
1000.0,2.4,0.01,3000.0,0.0
1000.0,2.4,0.05,200.0,1.0
1000.0,2.4,0.05,800.0,1.0
1000.0,2.4,0.05,1000.0,0.5012488890310984
1000.0,2.4,0.05,1500.0,0.0
1000.0,2.4,0.05,3000.0,0.0
1000.0,2.4,0.25,200.0,1.0
1000.0,2.4,0.25,800.0,1.0
1000.0,2.4,0.25,1000.0,0.5005585192886741
1000.0,2.4,0.25,1500.0,0.0
1000.0,2.4,0.25,3000.0,0.0
1000.0,2.4,1.0,200.0,1.0
1000.0,2.4,1.0,800.0,1.0
1000.0,2.4,1.0,1000.0,0.500279262673448
1000.0,2.4,1.0,1500.0,0.0
1000.0,2.4,1.0,3000.0,0.0
1000.0,3.0,0.001,200.0,1.0
1000.0,3.0,0.001,800.0,0.9999999998990214
1000.0,3.0,0.001,1000.0,0.5126156626101108
1000.0,3.0,0.001,1500.0,1.952073741857558e-56
1000.0,3.0,0.001,3000.0,0.0
1000.0,3.0,0.01,200.0,1.0
1000.0,3.0,0.01,800.0,1.0
1000.0,3.0,0.01,1000.0,0.5039894227957973
1000.0,3.0,0.01,1500.0,0.0
1000.0,3.0,0.01,3000.0,0.0
1000.0,3.0,0.05,200.0,1.0
1000.0,3.0,0.05,800.0,1.0
1000.0,3.0,0.05,1000.0,0.5017841241395353
1000.0,3.0,0.05,1500.0,0.0
1000.0,3.0,0.05,3000.0,0.0
1000.0,3.0,0.25,200.0,1.0
1000.0,3.0,0.25,800.0,1.0
1000.0,3.0,0.25,1000.0,0.5007978843137393
1000.0,3.0,0.25,1500.0,0.0
1000.0,3.0,0.25,3000.0,0.0
1000.0,3.0,1.0,200.0,1.0
1000.0,3.0,1.0,800.0,1.0
1000.0,3.0,1.0,1000.0,0.5003989501423498
1000.0,3.0,1.0,1500.0,0.0
1000.0,3.0,1.0,3000.0,0.0
1000.0,10.0,0.001,200.0,1.0
1000.0,10.0,0.001,800.0,0.9999999999551508
1000.0,10.0,0.001,1000.0,0.5565887864850708
1000.0,10.0,0.001,1500.0,8.068716577386031e-56
1000.0,10.0,0.001,3000.0,0.0
1000.0,10.0,0.01,200.0,1.0
1000.0,10.0,0.01,800.0,1.0
1000.0,10.0,0.01,1000.0,0.517946644286581
1000.0,10.0,0.01,1500.0,0.0
1000.0,10.0,0.01,3000.0,0.0
1000.0,10.0,0.05,200.0,1.0
1000.0,10.0,0.05,800.0,1.0
1000.0,10.0,0.05,1000.0,0.5080280433434444
1000.0,10.0,0.05,1500.0,0.0
1000.0,10.0,0.05,3000.0,0.0
1000.0,10.0,0.25,200.0,1.0
1000.0,10.0,0.25,800.0,1.0
1000.0,10.0,0.25,1000.0,0.503590434057773
1000.0,10.0,0.25,1500.0,0.0
1000.0,10.0,0.25,3000.0,0.0
1000.0,10.0,1.0,200.0,1.0
1000.0,10.0,1.0,800.0,1.0
1000.0,10.0,1.0,1000.0,0.5017952377171583
1000.0,10.0,1.0,1500.0,0.0
1000.0,10.0,1.0,3000.0,0.0
