λ,k,T,x,cu
50.0,1.5,0.25,40.0,2.7051320106163956e-7
50.0,1.5,0.25,50.0,0.4960095788961876
50.0,1.5,0.25,75.0,1.0
50.0,1.5,0.25,150.0,1.0
50.0,1.5,1.0,10.0,0.0
50.0,1.5,1.0,40.0,0.0
50.0,1.5,1.0,50.0,0.49800516389899907
50.0,1.5,1.0,75.0,1.0
50.0,1.5,1.0,150.0,1.0
50.0,2.4,0.001,10.0,0.007148039206441692
50.0,2.4,0.001,40.0,0.1933051796606905
50.0,2.4,0.001,50.0,0.31562161764906727
50.0,2.4,0.001,75.0,0.6606995245982157
50.0,2.4,0.001,150.0,0.9982192641378064
50.0,2.4,0.01,10.0,8.771429568787958e-6
50.0,2.4,0.01,40.0,0.12351670012781513
50.0,2.4,0.01,50.0,0.44395401228504316
50.0,2.4,0.01,75.0,0.9914835691488988
50.0,2.4,0.01,150.0,1.0
50.0,2.4,0.05,10.0,0.0
50.0,2.4,0.05,40.0,0.010554078031399183
50.0,2.4,0.05,50.0,0.4750052053851124
50.0,2.4,0.05,75.0,0.9999999846870418
50.0,2.4,0.05,150.0,1.0
50.0,2.4,0.25,10.0,0.0
50.0,2.4,0.25,40.0,2.4364495865292213e-7
50.0,2.4,0.25,50.0,0.48882809569472196
50.0,2.4,0.25,75.0,1.0
50.0,2.4,0.25,150.0,1.0
50.0,2.4,1.0,10.0,0.0
50.0,2.4,1.0,40.0,0.0
50.0,2.4,1.0,50.0,0.4944146181376017
50.0,2.4,1.0,75.0,1.0
50.0,2.4,1.0,150.0,1.0
50.0,3.0,0.001,10.0,0.002397267631822575
50.0,3.0,0.001,40.0,0.13808966041430992
50.0,3.0,0.001,50.0,0.24860411998948662
50.0,3.0,0.001,75.0,0.6008695150193828
50.0,3.0,0.001,150.0,0.9975172259435697
50.0,3.0,0.01,10.0,4.905425269097208e-6
50.0,3.0,0.01,40.0,0.11026110902762842
50.0,3.0,0.01,50.0,0.4202115439197138
50.0,3.0,0.01,75.0,0.9902846745755113
50.0,3.0,0.01,150.0,1.0
50.0,3.0,0.05,10.0,0.0
50.0,3.0,0.05,40.0,0.009744662826348782
50.0,3.0,0.05,50.0,0.46431751767694496
50.0,3.0,0.05,75.0,0.9999999827071203
50.0,3.0,0.05,150.0,1.0
50.0,3.0,0.25,10.0,0.0
50.0,3.0,0.25,40.0,2.2718279124589458e-7
50.0,3.0,0.25,50.0,0.48404230878394783
50.0,3.0,0.25,75.0,1.0
50.0,3.0,0.25,150.0,1.0
50.0,3.0,1.0,10.0,0.0
50.0,3.0,1.0,40.0,0.0
50.0,3.0,1.0,50.0,0.4920211543921804
50.0,3.0,1.0,75.0,1.0
50.0,3.0,1.0,150.0,1.0
50.0,10.0,0.001,10.0,7.231543142083297e-10
50.0,10.0,0.001,40.0,0.0004752062755901676
50.0,10.0,0.001,50.0,0.0033488577807218034
50.0,10.0,0.001,75.0,0.07434540581855009
50.0,10.0,0.001,150.0,0.9481858649580922
50.0,10.0,0.01,10.0,1.6833605620547587e-9
50.0,10.0,0.01,40.0,0.02207754871480805
50.0,10.0,0.01,50.0,0.18277382405353781
50.0,10.0,0.01,75.0,0.9615385132573803
50.0,10.0,0.01,150.0,1.0
50.0,10.0,0.05,10.0,0.0
50.0,10.0,0.05,40.0,0.003615245542384793
50.0,10.0,0.05,50.0,0.3434706485914314
50.0,10.0,0.05,75.0,0.9999999286386537
50.0,10.0,0.05,150.0,1.0
50.0,10.0,0.25,10.0,0.0
50.0,10.0,0.25,40.0,9.915637666502164e-8
50.0,10.0,0.25,50.0,0.42855757764502367
50.0,10.0,0.25,75.0,1.0
50.0,10.0,0.25,150.0,1.0
50.0,10.0,1.0,10.0,0.0
50.0,10.0,1.0,40.0,0.0
50.0,10.0,1.0,50.0,0.4641412276951138
50.0,10.0,1.0,75.0,1.0
50.0,10.0,1.0,150.0,1.0
100.0,1.0001,0.001,20.0,0.005631545103395252
100.0,1.0001,0.001,80.0,0.26353872980682347
100.0,1.0001,0.001,100.0,0.4999935797927054
100.0,1.0001,0.001,150.0,0.9430753685561248
100.0,1.0001,0.001,300.0,0.9999999998730114
100.0,1.0001,0.01,20.0,6.661338147750939e-16
100.0,1.0001,0.01,80.0,0.022749830125258774
100.0,1.0001,0.01,100.0,0.49999800194391475
100.0,1.0001,0.01,150.0,0.9999997075959894
100.0,1.0001,0.01,300.0,1.0
100.0,1.0001,0.05,20.0,0.0
100.0,1.0001,0.05,80.0,3.872063010890159e-6
100.0,1.0001,0.05,100.0,0.49999910764023725
100.0,1.0001,0.05,150.0,1.0
100.0,1.0001,0.05,300.0,1.0
100.0,1.0001,0.25,20.0,0.0
100.0,1.0001,0.25,80.0,0.0
100.0,1.0001,0.25,100.0,0.49999960103086183
100.0,1.0001,0.25,150.0,1.0
100.0,1.0001,0.25,300.0,1.0
100.0,1.0001,1.0,20.0,0.0
100.0,1.0001,1.0,80.0,0.0
100.0,1.0001,1.0,100.0,0.49999980052990534
100.0,1.0001,1.0,150.0,1.0
100.0,1.0001,1.0,300.0,1.0
100.0,1.5,0.001,20.0,0.003335709436194212
100.0,1.5,0.001,80.0,0.23493833622381521
100.0,1.5,0.001,100.0,0.4679352263454568
100.0,1.5,0.001,150.0,0.9352794902749721
100.0,1.5,0.001,300.0,0.9999999998316996
100.0,1.5,0.01,20.0,4.440892098500626e-16
100.0,1.5,0.01,80.0,0.021282563227190687
100.0,1.5,0.01,100.0,0.4900107662712089
100.0,1.5,0.01,150.0,0.9999996764110707
100.0,1.5,0.01,300.0,1.0
100.0,1.5,0.05,20.0,0.0
100.0,1.5,0.05,80.0,3.652279521704216e-6
100.0,1.5,0.05,100.0,0.49553829421265383
100.0,1.5,0.05,150.0,1.0
100.0,1.5,0.05,300.0,1.0
100.0,1.5,0.25,20.0,0.0
100.0,1.5,0.25,80.0,0.0
100.0,1.5,0.25,100.0,0.49800516389899907
100.0,1.5,0.25,150.0,1.0
100.0,1.5,0.25,300.0,1.0
100.0,1.5,1.0,20.0,0.0
100.0,1.5,1.0,80.0,0.0
100.0,1.5,1.0,100.0,0.49900262871808465
100.0,1.5,1.0,150.0,1.0
100.0,1.5,1.0,300.0,1.0
100.0,2.4,0.001,20.0,0.0012061787699683135
100.0,2.4,0.001,80.0,0.18804215860275464
100.0,2.4,0.001,100.0,0.41089543524619176
100.0,2.4,0.001,150.0,0.9192026963041774
100.0,2.4,0.001,300.0,0.999999999722004
100.0,2.4,0.01,20.0,2.220446049250313e-16
100.0,2.4,0.01,80.0,0.01884224625256492
100.0,2.4,0.01,100.0,0.4720501770449588
100.0,2.4,0.01,150.0,0.9999996116623062
100.0,2.4,0.01,300.0,1.0
100.0,2.4,0.05,20.0,0.0
100.0,2.4,0.05,80.0,3.2863151817608127e-6
100.0,2.4,0.05,100.0,0.48750900583905177
100.0,2.4,0.05,150.0,1.0
100.0,2.4,0.05,300.0,1.0
100.0,2.4,0.25,20.0,0.0
100.0,2.4,0.25,80.0,0.0
100.0,2.4,0.25,100.0,0.4944146181376017
100.0,2.4,0.25,150.0,1.0
100.0,2.4,0.25,300.0,1.0
100.0,2.4,1.0,20.0,0.0
100.0,2.4,1.0,80.0,0.0
100.0,2.4,1.0,100.0,0.4972073802992537
100.0,2.4,1.0,150.0,1.0
100.0,2.4,1.0,300.0,1.0
100.0,3.0,0.001,20.0,0.0005838816581614781
100.0,3.0,0.001,80.0,0.16025632428855752
100.0,3.0,0.001,100.0,0.37384337403203916
100.0,3.0,0.001,150.0,0.9069323724630374
100.0,3.0,0.001,300.0,0.9999999996129904
100.0,3.0,0.01,20.0,1.1102230246251565e-16
100.0,3.0,0.01,80.0,0.01735103529686044
100.0,3.0,0.01,100.0,0.46010577195985514
100.0,3.0,0.01,150.0,0.9999995614623447
100.0,3.0,0.01,300.0,1.0
100.0,3.0,0.05,20.0,0.0
100.0,3.0,0.05,80.0,3.06211711986748e-6
100.0,3.0,0.05,100.0,0.4821587588384748
100.0,3.0,0.05,150.0,1.0
100.0,3.0,0.05,300.0,1.0
100.0,3.0,0.25,20.0,0.0
100.0,3.0,0.25,80.0,0.0
100.0,3.0,0.25,100.0,0.4920211543921804
100.0,3.0,0.25,150.0,1.0
100.0,3.0,0.25,300.0,1.0
100.0,3.0,1.0,20.0,0.0
100.0,3.0,1.0,80.0,0.0
100.0,3.0,1.0,100.0,0.4960105772042027
100.0,3.0,1.0,150.0,1.0
100.0,3.0,1.0,300.0,1.0
100.0,10.0,0.001,20.0,1.7926497175579925e-8
100.0,10.0,0.001,80.0,0.012550187556370829
100.0,10.0,0.001,100.0,0.07572690384881886
100.0,10.0,0.001,150.0,0.6644218814599925
100.0,10.0,0.001,300.0,0.9999999852552174
100.0,10.0,0.01,20.0,0.0
100.0,10.0,0.01,80.0,0.006151677936608868
100.0,10.0,0.01,100.0,0.3260971820630809
100.0,10.0,0.01,150.0,0.9999981920304277
100.0,10.0,0.01,300.0,1.0
100.0,10.0,0.05,20.0,0.0
100.0,10.0,0.05,80.0,1.3214377008186062e-6
100.0,10.0,0.05,100.0,0.42022707589969843
100.0,10.0,0.05,150.0,1.0
100.0,10.0,0.05,300.0,1.0
100.0,10.0,0.25,20.0,0.0
100.0,10.0,0.25,80.0,0.0
100.0,10.0,0.25,100.0,0.4641412276951138
100.0,10.0,0.25,150.0,1.0
100.0,10.0,0.25,300.0,1.0
100.0,10.0,1.0,20.0,0.0
100.0,10.0,1.0,80.0,0.0
100.0,10.0,1.0,100.0,0.482053355713419
100.0,10.0,1.0,150.0,1.0
100.0,10.0,1.0,300.0,1.0
250.0,1.0001,0.001,50.0,1.2697087825586095e-10
250.0,1.0001,0.001,200.0,0.056922339750208883
250.0,1.0001,0.001,250.0,0.4999974700733967
250.0,1.0001,0.001,375.0,0.999961385772828
250.0,1.0001,0.001,750.0,1.0
250.0,1.0001,0.01,50.0,0.0
250.0,1.0001,0.01,200.0,2.866482533558923e-7
250.0,1.0001,0.01,250.0,0.49999920190247105
250.0,1.0001,0.01,375.0,1.0
250.0,1.0001,0.01,750.0,1.0
250.0,1.0001,0.05,50.0,0.0
250.0,1.0001,0.05,200.0,0.0
250.0,1.0001,0.05,250.0,0.4999996431563406
250.0,1.0001,0.05,375.0,1.0
250.0,1.0001,0.05,750.0,1.0
250.0,1.0001,0.25,50.0,0.0
250.0,1.0001,0.25,200.0,0.0
250.0,1.0001,0.25,250.0,0.4999998404259256
250.0,1.0001,0.25,375.0,1.0
250.0,1.0001,0.25,750.0,1.0
250.0,1.0001,1.0,50.0,0.0
250.0,1.0001,1.0,200.0,0.0
250.0,1.0001,1.0,250.0,0.4999999203529637
250.0,1.0001,1.0,375.0,1.0
250.0,1.0001,1.0,750.0,1.0
250.0,1.5,0.001,50.0,8.344669399917848e-11
250.0,1.5,0.001,200.0,0.052988655282073194
250.0,1.5,0.001,250.0,0.48735249498441235
250.0,1.5,0.001,375.0,0.9999570223728914
250.0,1.5,0.001,750.0,1.0
250.0,1.5,0.01,50.0,0.0
250.0,1.5,0.01,200.0,2.7051320106163956e-7
250.0,1.5,0.01,250.0,0.4960095788961876
250.0,1.5,0.01,375.0,1.0
250.0,1.5,0.01,750.0,1.0
250.0,1.5,0.05,50.0,0.0
250.0,1.5,0.05,200.0,0.0
250.0,1.5,0.05,250.0,0.49821578666047905
250.0,1.5,0.05,375.0,1.0
250.0,1.5,0.05,750.0,1.0
250.0,1.5,0.25,50.0,0.0
250.0,1.5,0.25,200.0,0.0
250.0,1.5,0.25,250.0,0.4992021074717121
250.0,1.5,0.25,375.0,1.0
250.0,1.5,0.25,750.0,1.0
250.0,1.5,1.0,50.0,0.0
250.0,1.5,1.0,200.0,0.0
250.0,1.5,1.0,250.0,0.49960105673969823
250.0,1.5,1.0,375.0,1.0
250.0,1.5,1.0,750.0,1.0
250.0,2.4,0.001,50.0,3.869404796574827e-11
250.0,2.4,0.001,200.0,0.046452041822395485
250.0,2.4,0.001,250.0,0.46462769283236904
250.0,2.4,0.001,375.0,0.999947970184696
250.0,2.4,0.001,750.0,1.0
250.0,2.4,0.01,50.0,0.0
250.0,2.4,0.01,200.0,2.4364495865292213e-7
250.0,2.4,0.01,250.0,0.48882809569472196
250.0,2.4,0.01,375.0,1.0
250.0,2.4,0.01,750.0,1.0
250.0,2.4,0.05,50.0,0.0
250.0,2.4,0.05,200.0,0.0
250.0,2.4,0.05,250.0,0.4950043165732829
250.0,2.4,0.05,375.0,1.0
250.0,2.4,0.05,750.0,1.0
250.0,2.4,0.25,50.0,0.0
250.0,2.4,0.25,200.0,0.0
250.0,2.4,0.25,250.0,0.49776591108696366
250.0,2.4,0.25,375.0,1.0
250.0,2.4,0.25,750.0,1.0
250.0,2.4,1.0,50.0,0.0
250.0,2.4,1.0,200.0,0.0
250.0,2.4,1.0,250.0,0.4988829601108572
250.0,2.4,1.0,375.0,1.0
250.0,2.4,1.0,750.0,1.0
250.0,3.0,0.001,50.0,2.29701813125871e-11
250.0,3.0,0.001,200.0,0.042465357589874464
250.0,3.0,0.001,250.0,0.4495373495595967
250.0,3.0,0.001,375.0,0.9999409671345157
250.0,3.0,0.001,750.0,1.0
250.0,3.0,0.01,50.0,0.0
250.0,3.0,0.01,200.0,2.2718279124589458e-7
250.0,3.0,0.01,250.0,0.48404230878394783
250.0,3.0,0.01,375.0,1.0
250.0,3.0,0.01,750.0,1.0
250.0,3.0,0.05,50.0,0.0
250.0,3.0,0.05,200.0,0.0
250.0,3.0,0.05,250.0,0.4928635035353095
250.0,3.0,0.05,375.0,1.0
250.0,3.0,0.05,750.0,1.0
250.0,3.0,0.25,50.0,0.0
250.0,3.0,0.25,200.0,0.0
250.0,3.0,0.25,250.0,0.49680846175548754
250.0,3.0,0.25,375.0,1.0
250.0,3.0,0.25,750.0,1.0
250.0,3.0,1.0,50.0,0.0
250.0,3.0,1.0,200.0,0.0
250.0,3.0,1.0,250.0,0.4984042308624881
250.0,3.0,1.0,375.0,1.0
250.0,3.0,1.0,750.0,1.0
250.0,10.0,0.001,50.0,3.086420008457935e-14
250.0,10.0,0.001,200.0,0.013254535265792455
250.0,10.0,0.001,250.0,0.2841300042547449
250.0,10.0,0.001,375.0,0.9997592606572223
250.0,10.0,0.001,750.0,1.0
250.0,10.0,0.01,50.0,0.0
250.0,10.0,0.01,200.0,9.915637666502164e-8
250.0,10.0,0.01,250.0,0.42855757764502367
250.0,10.0,0.01,375.0,1.0
250.0,10.0,0.01,750.0,1.0
250.0,10.0,0.05,50.0,0.0
250.0,10.0,0.05,200.0,0.0
250.0,10.0,0.05,250.0,0.467918710816715
250.0,10.0,0.05,375.0,1.0
250.0,10.0,0.05,750.0,1.0
250.0,10.0,0.25,50.0,0.0
250.0,10.0,0.25,200.0,0.0
250.0,10.0,0.25,250.0,0.4856410264297317
250.0,10.0,0.25,375.0,1.0
250.0,10.0,0.25,750.0,1.0
250.0,10.0,1.0,50.0,0.0
250.0,10.0,1.0,200.0,0.0
250.0,10.0,1.0,250.0,0.4928194075732355
250.0,10.0,1.0,375.0,1.0
250.0,10.0,1.0,750.0,1.0
1000.0,1.0001,0.001,200.0,0.0
1000.0,1.0001,0.001,800.0,1.2697998208466288e-10
1000.0,1.0001,0.001,1000.0,0.4999993691116775
1000.0,1.0001,0.001,1500.0,1.0
1000.0,1.0001,0.001,3000.0,1.0
1000.0,1.0001,0.01,200.0,0.0
1000.0,1.0001,0.01,800.0,0.0
1000.0,1.0001,0.01,1000.0,0.49999980052990534
1000.0,1.0001,0.01,1500.0,1.0
1000.0,1.0001,0.01,3000.0,1.0
1000.0,1.0001,0.05,200.0,0.0
1000.0,1.0001,0.05,800.0,0.0
1000.0,1.0001,0.05,1000.0,0.49999991073506966
1000.0,1.0001,0.05,1500.0,1.0
1000.0,1.0001,0.05,3000.0,1.0
1000.0,1.0001,0.25,200.0,0.0
1000.0,1.0001,0.25,800.0,0.0
1000.0,1.0001,0.25,1000.0,0.4999999600409213
1000.0,1.0001,0.25,1500.0,1.0
1000.0,1.0001,0.25,3000.0,1.0
1000.0,1.0001,1.0,200.0,0.0
1000.0,1.0001,1.0,800.0,0.0
1000.0,1.0001,1.0,1000.0,0.49999998028159953
1000.0,1.0001,1.0,1500.0,1.0
1000.0,1.0001,1.0,3000.0,1.0
1000.0,1.5,0.001,200.0,0.0
1000.0,1.5,0.001,800.0,1.199257360084971e-10
1000.0,1.5,0.001,1000.0,0.49684559125678796
1000.0,1.5,0.001,1500.0,1.0
1000.0,1.5,0.001,3000.0,1.0
1000.0,1.5,0.01,200.0,0.0
1000.0,1.5,0.01,800.0,0.0
1000.0,1.5,0.01,1000.0,0.49900262871808465
1000.0,1.5,0.01,1500.0,1.0
1000.0,1.5,0.01,3000.0,1.0
1000.0,1.5,0.05,200.0,0.0
1000.0,1.5,0.05,800.0,0.0
1000.0,1.5,0.05,1000.0,0.4995539675818902
1000.0,1.5,0.05,1500.0,1.0
1000.0,1.5,0.05,3000.0,1.0
1000.0,1.5,0.25,200.0,0.0
1000.0,1.5,0.25,800.0,0.0
1000.0,1.5,0.25,1000.0,0.49980052955192455
1000.0,1.5,0.25,1500.0,1.0
1000.0,1.5,0.25,3000.0,1.0
1000.0,1.5,1.0,200.0,0.0
1000.0,1.5,1.0,800.0,0.0
1000.0,1.5,1.0,1000.0,0.4999002588309138
1000.0,1.5,1.0,1500.0,1.0
1000.0,1.5,1.0,3000.0,1.0
1000.0,2.4,0.001,200.0,0.0
1000.0,2.4,0.001,800.0,1.08177911073426e-10
1000.0,2.4,0.001,1000.0,0.49116828514539124
1000.0,2.4,0.001,1500.0,1.0
1000.0,2.4,0.001,3000.0,1.0
1000.0,2.4,0.01,200.0,0.0
1000.0,2.4,0.01,800.0,0.0
1000.0,2.4,0.01,1000.0,0.4972073802992537
1000.0,2.4,0.01,1500.0,1.0
1000.0,2.4,0.01,3000.0,1.0
1000.0,2.4,0.05,200.0,0.0
1000.0,2.4,0.05,800.0,0.0
1000.0,2.4,0.05,1000.0,0.49875111096890157
1000.0,2.4,0.05,1500.0,1.0
1000.0,2.4,0.05,3000.0,1.0
1000.0,2.4,0.25,200.0,0.0
1000.0,2.4,0.25,800.0,0.0
1000.0,2.4,0.25,1000.0,0.4994414807113259
1000.0,2.4,0.25,1500.0,1.0
1000.0,2.4,0.25,3000.0,1.0
1000.0,2.4,1.0,200.0,0.0
1000.0,2.4,1.0,800.0,0.0
1000.0,2.4,1.0,1000.0,0.499720737326552
1000.0,2.4,1.0,1500.0,1.0
1000.0,2.4,1.0,3000.0,1.0
1000.0,3.0,0.001,200.0,0.0
1000.0,3.0,0.001,800.0,1.0097855884794171e-10
1000.0,3.0,0.001,1000.0,0.4873843373898892
1000.0,3.0,0.001,1500.0,1.0
1000.0,3.0,0.001,3000.0,1.0
1000.0,3.0,0.01,200.0,0.0
1000.0,3.0,0.01,800.0,0.0
1000.0,3.0,0.01,1000.0,0.4960105772042027
1000.0,3.0,0.01,1500.0,1.0
1000.0,3.0,0.01,3000.0,1.0
1000.0,3.0,0.05,200.0,0.0
1000.0,3.0,0.05,800.0,0.0
1000.0,3.0,0.05,1000.0,0.4982158758604647
1000.0,3.0,0.05,1500.0,1.0
1000.0,3.0,0.05,3000.0,1.0
1000.0,3.0,0.25,200.0,0.0
1000.0,3.0,0.25,800.0,0.0
1000.0,3.0,0.25,1000.0,0.4992021156862607
1000.0,3.0,0.25,1500.0,1.0
1000.0,3.0,0.25,3000.0,1.0
1000.0,3.0,1.0,200.0,0.0
1000.0,3.0,1.0,800.0,0.0
1000.0,3.0,1.0,1000.0,0.4996010498576502
1000.0,3.0,1.0,1500.0,1.0
1000.0,3.0,1.0,3000.0,1.0
1000.0,10.0,0.001,200.0,0.0
1000.0,10.0,0.001,800.0,4.48492354365726e-11
1000.0,10.0,0.001,1000.0,0.4434112135149292
1000.0,10.0,0.001,1500.0,1.0
1000.0,10.0,0.001,3000.0,1.0
1000.0,10.0,0.01,200.0,0.0
1000.0,10.0,0.01,800.0,0.0
1000.0,10.0,0.01,1000.0,0.482053355713419
1000.0,10.0,0.01,1500.0,1.0
1000.0,10.0,0.01,3000.0,1.0
1000.0,10.0,0.05,200.0,0.0
1000.0,10.0,0.05,800.0,0.0
1000.0,10.0,0.05,1000.0,0.4919719566565556
1000.0,10.0,0.05,1500.0,1.0
1000.0,10.0,0.05,3000.0,1.0
1000.0,10.0,0.25,200.0,0.0
1000.0,10.0,0.25,800.0,0.0
1000.0,10.0,0.25,1000.0,0.49640956594222696
1000.0,10.0,0.25,1500.0,1.0
1000.0,10.0,0.25,3000.0,1.0
1000.0,10.0,1.0,200.0,0.0
1000.0,10.0,1.0,800.0,0.0
1000.0,10.0,1.0,1000.0,0.4982047622828417
1000.0,10.0,1.0,1500.0,1.0
1000.0,10.0,1.0,3000.0,1.0
